Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,META,META,META,META,META,,,
2021-02-23,2021,2,23,Tuesday,08,2021-08,257.24,265.13,252.74,263.55,21924600,0.021242314103143922,265.8592857142857,263.7231428571428
2021-02-24,2021,2,24,Wednesday,08,2021-08,260.05,264.06,256.14,262.01,15736100,-0.005829989236746935,265.69357142857143,263.67555555555555
2021-02-25,2021,2,25,Thursday,08,2021-08,260.02,264.62,251.83,252.47,19053100,-0.03639698851018658,264.85785714285714,263.37270270270267
2021-02-26,2021,2,26,Friday,08,2021-08,254.24,263.24,254.24,255.38,26619500,0.011504247959423841,264.11571428571426,263.16236842105263
2021-03-01,2021,3,1,Monday,09,2021-09,258.55,264.33,255.65,262.6,22157300,0.028297582540391497,263.9971428571429,263.14794871794874
2021-03-02,2021,3,2,Tuesday,09,2021-09,263.47,264.39,256.4,256.75,15191700,-0.022309571893383895,263.2578571428572,262.988
2021-03-03,2021,3,3,Wednesday,09,2021-09,258.02,258.72,252.88,253.19,15513500,-0.013860995655311847,262.09285714285716,262.7490243902439
2021-03-04,2021,3,4,Thursday,09,2021-09,254.24,264.17,251.29,255.4,31626500,0.008731176667909457,261.19,262.57404761904763
2021-03-05,2021,3,5,Friday,09,2021-09,258.4,263.14,253.38,261.98,26820100,0.025772278446882124,260.7492857142857,262.56023255813955
2021-03-08,2021,3,8,Monday,10,2021-10,263.24,263.27,252.83,253.09,18391800,-0.03394124391740916,259.42785714285714,262.345
2021-03-09,2021,3,9,Tuesday,10,2021-10,258.91,266.19,257.55,263.43,22039700,0.040852286779086144,258.87357142857144,262.3691111111111
2021-03-10,2021,3,10,Wednesday,10,2021-10,266.3,266.63,260.58,262.59,14210300,-0.0031609253326531084,258.5557142857143,262.3739130434783
2021-03-11,2021,3,11,Thursday,10,2021-10,265.78,275.48,265.49,271.5,21834000,0.03389957164013402,259.42857142857144,262.56808510638297
2021-03-12,2021,3,12,Friday,10,2021-10,266.8,267.39,261.72,266.06,20600200,-0.02000882156959194,260.0,262.6408333333333
2021-03-15,2021,3,15,Monday,11,2021-11,266.74,273.56,266.16,271.37,16844800,0.019932969121521538,260.5585714285714,262.8189795918367
2021-03-16,2021,3,16,Tuesday,11,2021-11,273.68,279.68,272.41,276.85,22437700,0.020200956956093696,261.61857142857144,263.0996
2021-03-17,2021,3,17,Wednesday,11,2021-11,273.31,283.74,273.01,281.54,21315000,0.016936251671804792,263.695,263.3984
2021-03-18,2021,3,18,Thursday,11,2021-11,277.43,282.71,275.86,276.19,18728300,-0.018978095860082367,265.1814285714286,263.55
2021-03-19,2021,3,19,Friday,11,2021-11,278.77,290.25,278.75,287.58,38930500,0.04123876396300519,266.9657142857143,264.08119999999997
2021-03-22,2021,3,22,Monday,12,2021-12,287.92,297.1,284.25,290.98,28273100,0.011823333601101771,269.4107142857143,264.57280000000003
2021-03-23,2021,3,23,Tuesday,12,2021-12,290.6,295.41,287.29,288.1,23000900,-0.009913490180951445,271.9042857142857,265.03
2021-03-24,2021,3,24,Wednesday,12,2021-12,288.47,289.18,278.71,279.68,18675000,-0.029212129660603492,273.6385714285715,265.5316
